month,customers,dev_seats,seat_mrr,usage_mrr,edge_requests_millions,fast_data_transfer_gb,build_minutes,edge_revenue,data_revenue,build_revenue,mrr,arr,arpc_mrr,usage_share_pct,rev_per_gb,rev_per_1m_edge,rev_per_build_min,scenario,cost_per_gb,cost_per_1m_edge,cost_per_build_min,infra_fixed_cost,infra_variable_cogs,infra_cogs,other_cogs,total_cogs,gross_profit,gross_margin_pct,rnd,sales_marketing,g_and_a,opex_total,ebitda,ebitda_margin_pct,cash_balance,burn
2026-01,248.0,629.0,12580.0,27331.77838968604,3998.050320417029,381985.12161566055,83020.2857314686,3488.907037656614,22680.58735178886,1162.2840002405603,39911.778389686035,478941.3406762324,160.93459028099207,68.48048243510264,0.059375577917427994,0.8726521074133686,0.014,upside,0.019,0.33249999999999996,0.0038,45000.0,8902.546128015794,53902.54612801579,1995.5889194843019,55898.135047500095,-15986.35665781406,-40.054232867621955,260000.0,320000.0,140000.0,720000.0,-735986.356657814,-1844.0329806200943,2764013.6433421858,735986.356657814
2026-02,286.64,739.4,14788.0,29436.409746367463,4674.556407406613,431274.68807805673,91998.98191200887,4139.746396422113,24008.677603177228,1287.9857467681243,44224.40974636746,530692.9169564096,154.2855489337408,66.56145308708237,0.056602459029377473,0.8824174767549737,0.014,upside,0.01883714285714283,0.32978571428571424,0.003772857142857075,46142.857142857145,10012.683849823821,56155.540992680966,2211.220487318373,58366.76147999934,-14142.351733631876,-31.97861048850632,264571.4285714286,325714.28571428574,142000.0,732285.7142857143,-746428.0660193462,-1687.8191711324241,2017585.5773228398,746428.0660193462
2026-03,323.9,902.24,18044.8,35068.57025166702,5259.548595727231,502949.91637298564,109730.7596297234,4718.941738512818,28813.397878338077,1536.2306348161276,53113.37025166702,637360.4430200042,163.98076644540606,66.02588027365174,0.05775617170392659,0.8917093779235199,0.013999999999999999,upside,0.01867428571428566,0.32707142857142846,0.003745714285714245,47285.71428571428,11523.498585097901,58809.21287081218,2655.668512583351,61464.881383395536,-8351.51113172852,-15.72393371416004,269142.85714285716,331428.5714285714,144000.0,744571.4285714286,-752922.9397031572,-1417.5770359432724,1264662.6376196826,752922.9397031572
2026-04,359.78,918.8,18376.0,40365.98363486003,5486.32253223679,569825.7992039636,114813.0609072068,4547.650246274352,34302.30599841196,1607.3828527008952,58741.98363486003,704903.8036183204,163.27195406876433,68.71743366001198,0.06003093857522983,0.825353231699067,0.014,upside,0.018511428571428488,0.32435714285714284,0.003718571428571415,48428.57142857143,12754.758049386783,61183.32947795821,2937.0991817430017,64120.42865970121,-5378.445024841181,-9.156049373942796,273714.28571428574,337142.85714285716,146000.0,756857.142857143,-762235.5878819842,-1297.5993330767276,502427.0497376984,762235.5878819842
2026-05,399.79999999999995,1140.98,22819.6,47116.600840272964,6208.659665861993,637710.2593427069,137692.40896290258,5243.296487290737,40036.96609002877,1927.6937254806362,69936.20084027297,839234.4100832756,174.9279660837243,67.37083266487751,0.06215070771926373,0.8382238319390585,0.013999999999999999,upside,0.018348571428571415,0.32164285714285706,0.0036914285714284897,49571.42857142857,14206.324970752401,63777.75354218097,3496.810042013649,67274.56358419462,2661.6372560783493,3.8058076133664347,278285.71428571426,342857.14285714284,148000.0,769142.857142857,-766481.2198867787,-1095.9720583583635,-264054.17014908046,766481.2198867787
2026-06,438.43999999999994,1176.8600000000001,23537.199999999997,48990.91568111033,6833.058354862565,684198.9764059092,142235.3069881029,5697.215196162869,41393.76164964121,1991.2942978334406,72528.11568111033,870337.3881733239,165.42312672454688,67.54748171938215,0.060302869090022915,0.8299067207810957,0.014,upside,0.018185714285714246,0.3189285714285714,0.00366428571428566,50714.28571428572,15143.095442563932,65857.38115684965,3626.4057840555165,69483.78694090516,3044.3287402051646,4.19744634424309,282857.14285714284,348571.4285714286,150000.0,781428.5714285714,-778384.2426883662,-1073.2172418634798,-1042438.4128374467,778384.2426883662
2026-07,477.0799999999999,1287.2600000000002,25745.199999999997,46506.725270150106,7917.381536971722,680185.9705849489,149374.5701143816,7165.977637943606,37886.49811332317,2091.2439816013425,72251.9252701501,867023.1032418011,151.44614167466693,64.3674547027797,0.054220819004395564,0.8901903922721062,0.014,upside,0.018022857142857073,0.3162142857142856,0.0036371428571428297,51857.142857142855,15305.780376599407,67162.92323374226,3612.596263507505,70775.51949724977,1476.4057729003252,2.0434137462497244,287428.5714285714,354285.7142857143,152000.0,793714.2857142857,-792237.8799413854,-1096.4937985793545,-1834676.292778832,792237.8799413854
2026-08,514.3399999999999,1276.4600000000003,25529.199999999997,53298.774621335375,8517.552633625468,766985.7102308035,164453.6301472267,7714.069859338673,43919.348402653544,2302.3508220611743,78827.97462133536,945935.6954560244,153.26043982839246,67.61403534388117,0.055678508704755526,0.8915678892075322,0.014000000000000002,upside,0.01786,0.3134999999999999,0.00361,53000.0,16962.295140195223,69962.29514019523,3941.3987310667685,73903.693871262,4924.280750073362,6.246869558336425,292000.0,360000.0,154000.0,806000.0,-801075.7192499266,-1016.2327816971587,-2635752.0120287584,801075.7192499266
2026-09,551.5999999999999,1382.7200000000003,27654.399999999998,67143.822692975,8393.805176020996,899613.9307962368,178294.34797118738,7145.619605752321,58442.250146923456,2496.1208715966236,94798.22269297499,1137578.6723157,171.86044723164432,70.8281450702247,0.06252501595514519,0.8202316946978948,0.014000000000000002,upside,0.01769714285714283,0.3107857142857143,0.0035828571428570747,54142.857142857145,19168.074164941234,73310.93130779838,4739.91113464875,78050.84244244713,16747.380250527858,17.666344130488557,296571.4285714286,365714.28571428574,156000.0,818285.7142857143,-801538.3340351864,-845.5204235538736,-3437290.3460639445,801538.3340351864
2026-10,587.4799999999999,1512.4400000000003,30248.799999999996,70141.91639487857,9728.881410275659,939934.7129785635,190801.896143549,9068.855840549544,59342.00193961674,2671.2265460096864,100390.71639487857,1204688.596738543,170.8836324553663,69.86892704199973,0.06102789460239225,0.8942930329388246,0.014,upside,0.01753428571428566,0.30807142857142855,0.0035557142857142445,55285.71428571429,20156.711232465834,75442.42551818013,5019.535819743929,80461.96133792406,19928.755056954513,19.851193190579895,301142.85714285716,371428.5714285714,158000.0,830571.4285714286,-810642.6735144742,-807.4876867357718,-4247933.019578419,810642.6735144742
2026-11,623.3599999999999,1511.5400000000002,30230.799999999996,72502.39631782075,10197.084607720422,983587.6817050887,197840.0310846146,9330.043019202567,61342.76079473098,2769.760435184605,102733.19631782075,1232798.355813849,164.80556390820837,70.57348443975555,0.0604391418203088,0.8807720876220543,0.014,upside,0.01737142857142849,0.3053571428571428,0.0035285714285714148,56428.57142857143,20898.1684588758,77326.73988744723,5136.659815891038,82463.39970333826,20269.79661448249,19.73052269470405,305714.28571428574,377142.8571428571,160000.0,842857.1428571428,-822587.3462426603,-800.702573000709,-5070520.365821078,822587.3462426603
2026-12,659.2399999999999,1711.64,34232.799999999996,71486.75762747574,10926.345437927073,998876.261902371,218080.60532517367,10013.331036661315,59696.694241238205,3053.1284745524317,105719.55762747573,1268634.691529709,160.3658115822398,67.61923643246202,0.05741958970891497,0.8840820018387023,0.014,upside,0.017208571428571413,0.30264285714285705,0.0035014285714284896,57571.42857142857,21259.607565075414,78831.03613650399,5285.977881373787,84117.01401787778,21602.543609597953,20.433819526297007,310285.7142857143,382857.1428571429,162000.0,855142.8571428573,-833540.3135332593,-788.4447610634235,-5904060.679354338,833540.3135332593
2027-01,693.7399999999999,1815.14,36302.799999999996,71168.46429223607,10871.611928836906,1034290.3025632346,226357.2353667784,9702.967072981544,59613.19563886364,3169.001295134897,107471.26429223607,1289655.1715068328,154.91576713500172,66.22092404041572,0.0555836236549925,0.851412394089104,0.013999999999999999,upside,0.017045714285714244,0.29992857142857143,0.00347428571428566,58714.28571428571,21677.3537300797,80391.63944436541,5373.563214611804,85765.20265897721,21706.061633258854,20.197084100765476,314857.14285714284,388571.4285714286,164000.0,867428.5714285714,-845722.5097953125,-786.9289668870204,-6749783.18914965,845722.5097953125
2027-02,728.2399999999999,1864.8200000000002,37296.399999999994,86557.75751967335,12487.723712787827,1155603.601226005,231971.01193958605,11847.440792013862,72779.42227524931,3247.594167154204,123854.15751967335,1486249.8902360802,170.07326914159256,69.88684050103386,0.06052980143281174,0.9066530174031633,0.013999999999999999,upside,0.016882857142857075,0.2972142857142856,0.0034471428571428296,59857.142857142855,24021.057613635137,83878.20047077799,6192.707875983668,90070.90834676166,33783.24917291169,27.2766371750948,319428.5714285714,394285.7142857143,166000.0,879714.2857142857,-845931.0365413739,-683.0057653954844,-7595714.225691024,845931.0365413739
2027-03,761.3599999999999,1935.2000000000003,38703.99999999999,82797.71066420457,12291.300520379089,1145909.9127659863,249677.05818056973,11187.252481371346,69517.89982996188,3495.4788145279763,121501.71066420455,1458020.5279704547,159.58509859226197,68.14530446656293,0.05733502510649303,0.8523409090020906,0.014,upside,0.01672,0.2945,0.00342,61000.0,23633.29728367648,84633.29728367648,6075.085533210228,90708.3828168867,30793.32784731785,25.343945923874,324000.0,400000.0,168000.0,892000.0,-861206.6721526822,-708.8020962378114,-8456920.897843707,861206.6721526822
2027-04,794.4799999999999,2033.1800000000003,40663.59999999999,90452.48559687794,12695.343054543137,1240536.0920179987,260850.05756635047,11311.79164955143,76891.71360305425,3651.9008059289067,131116.08559687794,1573393.027162535,165.0338404955165,68.98656651097563,0.05874858241683048,0.8366542695902555,0.014,upside,0.01655714285714283,0.29178571428571426,0.003392857142857075,62142.857142857145,25129.080017284406,87271.93716014155,6555.804279843897,93827.74143998545,37288.34415689249,28.439183481679827,328571.4285714286,405714.28571428574,170000.0,904285.7142857143,-866997.3701288218,-661.2440923491589,-9323918.267972529,866997.3701288218
2027-05,826.2199999999999,2150.4800000000005,43009.59999999999,90380.29392045017,13628.501283637743,1254040.1184723217,272599.0323094615,12604.06142982097,75869.46403966576,3816.386452332461,133389.89392045018,1600678.7270454022,161.44597555185084,67.7564778440789,0.05705247027287787,0.8708759322725356,0.014,upside,0.01639428571428566,0.2890714285714285,0.0033657142857142445,63285.71428571429,25416.19279207642,88701.9070777907,6669.49469602251,95371.40177381321,38018.49214663697,28.501778530021237,333142.85714285716,411428.5714285714,172000.0,916571.4285714286,-878552.9364247917,-658.6353063214331,-10202471.20439732,878552.9364247917
2027-06,857.9599999999999,2176.7000000000003,43533.99999999999,100379.92221809116,13791.845619211921,1340144.773822476,282489.0810350402,12695.191777450393,85639.50130751921,3954.8471344905633,143913.92221809115,1726967.0666170937,167.73966410799008,69.74997322772751,0.06033906737365447,0.8674928487161252,0.014000000000000002,upside,0.01623142857142849,0.2863571428571428,0.0033385714285714147,64428.57142857143,26644.967652744017,91073.53908131545,7195.696110904558,98269.23519222,45644.68702587114,31.71665834852303,337714.2857142857,417142.8571428571,174000.0,928857.1428571427,-883212.4558312716,-613.7088352666999,-11085683.660228591,883212.4558312716
2027-07,888.3199999999999,2335.4,46707.99999999999,94588.82190970605,14335.773774552741,1319338.1032373204,284142.9971278431,12926.968765049261,79682.14112115707,3978.001959789803,141296.82190970605,1695561.8629164726,159.06072351146665,66.94334708402135,0.05535347786904173,0.8521574600846133,0.013999999999999999,upside,0.016068571428571415,0.28364285714285703,0.00331142857142849,65571.42857142858,26207.03762213305,91778.46619356163,7064.8410954853025,98843.30728904693,42453.514620659116,30.045625971537067,342285.7142857143,422857.1428571429,176000.0,941142.8571428573,-898689.3425221981,-636.0294098451091,-11984373.00275079,898689.3425221981
2027-08,918.68,2357.48,47149.59999999999,107134.14739322384,15509.000148905316,1421271.2249003255,293318.32397890073,14526.4219086875,90499.5588851218,4106.45653570461,154283.74739322384,1851404.9687186861,167.94068379982568,69.43968447964286,0.05869650326557349,0.8877926202770103,0.014,upside,0.015905714285714245,0.2809285714285714,0.00328428571428566,66714.28571428571,27926.59646307128,94640.882177357,7714.187369661192,102355.06954701818,51928.67784620565,33.657905465476375,346857.14285714284,428571.4285714286,178000.0,953428.5714285714,-901499.8935823657,-584.3129356229,-12885872.896333156,901499.8935823657
