month,prev_gm,gross_margin_pct,delta_gm
2026-02,54.74264363731599,55.62506102044503,0.8824173831290381
2026-03,55.62506102044503,56.506828723785105,0.8817677033400741
2026-04,56.506828723785105,56.81290536494183,0.3060766411567215
2026-05,56.81290536494183,57.65694240587277,0.8440370409309423
2026-06,57.65694240587277,58.38373298942392,0.7267905835511499
2026-07,58.38373298942392,58.89491092247023,0.5111779330463122
2026-08,58.89491092247023,59.39598669360827,0.5010757711380407
2026-09,59.39598669360827,59.64068487123715,0.24469817762887658
2026-10,59.64068487123715,60.08214450078723,0.44145962955008144
2026-11,60.08214450078723,60.724310216115306,0.6421657153280762
2026-12,60.724310216115306,60.89772473830999,0.17341452219468323
2027-01,60.89772473830999,61.37551495159376,0.47779021328376814
2027-02,61.37551495159376,61.69861132570196,0.3230963741082036
2027-03,61.69861132570196,62.021838092000316,0.32322676629835456
2027-04,62.021838092000316,62.29086339251233,0.2690253005120127
2027-05,62.29086339251233,62.90644076724929,0.615577374736965
2027-06,62.90644076724929,62.892340915988065,-0.01409985126122848
2027-07,62.892340915988065,63.27201770364237,0.37967678765430435
2027-08,63.27201770364237,63.521808428270575,0.2497907246282054
2027-09,63.521808428270575,63.869300520894846,0.3474920926242717
2027-10,63.869300520894846,64.23754939259203,0.36824887169718323
2027-11,64.23754939259203,64.42172455101351,0.1841751584214819
2027-12,64.42172455101351,64.81820492131266,0.3964803702991446
2028-01,64.81820492131266,65.11663905250855,0.29843413119589
2028-02,65.11663905250855,65.41041920913379,0.29378015662524604
2028-03,65.41041920913379,65.60788266808174,0.1974634589479507
2028-04,65.60788266808174,65.98702453765101,0.379141869569267
2028-05,65.98702453765101,65.96030649700006,-0.026718040650948183
2028-06,65.96030649700006,66.2021922581551,0.24188576115503224
2028-07,66.2021922581551,66.56742218051906,0.3652299223639659
2028-08,66.56742218051906,66.8152307387322,0.24780855821313708
2028-09,66.8152307387322,67.12676987790599,0.3115391391737887
2028-10,67.12676987790599,67.25572890074486,0.1289590228388704
2028-11,67.25572890074486,67.59792415151014,0.3421952507652861
2028-12,67.59792415151014,67.72848944048587,0.13056528897573116
